Word,N,Mean,SD
tattooing,24,3.958333333,2.156469874
taunt,23,2.391304348,1.924462863
taut,24,2.291666667,1.428869017
tavern,25,4.36,1.604161255
tax,25,2.32,1.994158135
taxi,28,5.464285714,1.502643174
taxidermist,24,3.708333333,2.074255585
taxidermy,23,3.608695652,2.230758746
taxpayer,24,4.583333333,1.931808494
tea,26,6.153846154,1.347362095
teabag,25,6.32,1.144552314
teach,28,2.357142857,1.809732653
teacher,24,5.416666667,1.954185401
teacup,23,6.347826087,1.30065353
teahouse,23,4.347826087,1.897574903
teakettle,24,6.125,0.946963109
teakwood,22,5.136363636,1.859222944
teal,23,1.434782609,1.121123096
team,22,3.954545455,1.914288945
teammate,27,5.074074074,1.615452447
teamster,23,3.782608696,2.066101329
teapot,25,6.2,1.118033989
tear,25,4.44,2.022374842
teardrop,23,4.695652174,1.869243469
teargas,24,3.541666667,1.887698545
tearoom,24,4.458333333,1.64129235
tease,28,1.928571429,1.698115981
teaspoon,25,4.76,2.420055096
teaspoonful,25,4.4,1.957890021
technician,25,4.56,2.001665973
tee,23,5.347826087,1.465006846
teen,25,3.84,2.173323108
teenager,25,5.08,1.800925688
teeth,29,6.275862069,1.221724534
teething,25,3.32,2.528504169
telecast,23,2.782608696,1.929590671
telegram,27,4.185185185,2.149007589
telegraph,25,3.88,1.833030278
telegrapher,25,3.92,2.253145949
teleprompter,24,4,1.841549442
telescope,24,5.916666667,1.248187091
televised,23,1.608695652,1.233587909
television,25,5.6,1.779513042
tell,27,1.37037037,1.213645118
temper,25,2.12,1.6663333
temperate,28,2.607142857,1.950105139
temperature,24,2.666666667,1.970801352
tempest,26,1.884615385,1.336470668
template,25,3.2,1.936491673
temple,25,4.84,1.7
tempo,25,2.48,1.636052159
ten,24,1.583333333,1.411649256
tenant,25,4.8,1.825741858
tend,24,1.291666667,0.690253052
tendency,27,1.37037037,0.926039879
tender,25,2.6,1.892969449
tenderloin,27,4.962962963,2.009237924
tendon,25,4.08,1.977371993
tenement,23,2.739130435,2.115256084
tennis,22,4.090909091,2.244763025
tenor,22,2.272727273,1.830477902
tension,25,2.2,2
tent,24,5.5,1.719453907
tentacle,24,3.458333333,1.99954705
tenth,26,1.961538462,1.754554513
tepee,24,4.916666667,1.471960144
tepid,26,1.923076923,1.412036173
term,25,1.88,1.763519209
termite,25,4.32,2.076053949
terrace,22,4.454545455,2.086858489
terracotta,22,3.681818182,2.146677691
terrain,29,3.931034483,1.962706486
terrier,24,5.416666667,1.585715218
terrycloth,26,4.692307692,1.913514688
test,25,3.2,2.020725942
tester,24,3.25,1.799758438
testes,24,5.083333333,1.380506103
testicle,25,6.24,1.2
testicular,23,2.608695652,2.168768617
testy,27,1.481481481,1.220667231
tether,26,3.230769231,1.945408796
text,27,3.481481481,2.517177454
textile,28,4.964285714,1.666269794
texture,28,3.392857143,2.096545407
textured,25,2.8,2.327373341
thank,25,1.88,1.715614564
thanks,27,1.296296296,0.724027986
that,23,1.347826087,0.572768052
thaw,21,2.476190476,1.833549771
the,24,1.125,0.612372436
theater,25,4.2,1.936491673
theatergoer,23,5,1.906925178
theft,25,1.96,1.48548533
their,24,1.666666667,1.274044115
them,23,2.739130435,1.912100019
theme,23,2.043478261,1.460954261
then,24,1.166666667,0.637022057
theologian,23,4.47826087,2.019666156
theory,24,1.5,0.932504808
therapist,27,5.148148148,1.406132276
there,28,1.75,1.50616019
thermal,24,1.791666667,1.318073913
thermometer,25,5.56,1.73397424
thermos,27,5.518518519,1.805341868
thermostat,27,5.074074074,2.0177277
thesaurus,22,5.363636364,1.965062814
these,23,1.565217391,0.895751942
thesis,23,2.565217391,1.878734752
they,22,2.272727273,1.830477902
thick,29,1.724137931,1.750439776
thickener,24,2.875,1.776966149
thief,23,3.695652174,2.304832524
thieve,21,3.761904762,1.841324575
thigh,25,5.76,1.535143859
thimble,23,5.347826087,1.991086858
thimbleful,26,2.807692308,2.078831032
thin,22,2.590909091,2.130483757
think,23,1.826086957,1.497032638
third,28,1.75,1.040833
thirst,24,3.083333333,2.430184582
thirsty,27,1.703703704,1.68282763
this,25,1.72,1.369914839
thong,23,6.47826087,1.081647112
thorax,25,4.04,2.111081871
thorn,27,4.925925926,2.0177277
thorny,26,2.807692308,1.939468603
those,28,2,1.539600718
thousand,25,1.68,1.31402689
thrash,27,1.925925926,1.615452447
thread,25,4.76,2.259793501
threaded,25,1.92,1.630950643
threat,23,1.695652174,1.22232203
three,26,2.576923077,2.175740369
thresher,14,3.928571429,2.200149845
threshold,25,2.4,1.755942292
threw,26,1.961538462,1.370569786
throat,23,5.347826087,1.584260529
throb,24,2.625,2.122600948
throbbing,23,2.043478261,1.795911034
throne,23,5.217391304,1.976142287
throng,24,2.958333333,1.852827843
throttle,23,3.608695652,2.189627001
through,25,2.16,1.572683482
throughway,24,2.791666667,1.531670491
throw,27,3.592592593,2.308167093
thrown,23,1.695652174,1.329209697
thrush,23,1.956521739,1.718304155
thrust,25,1.88,1.6663333
thud,24,1.5,0.722315119
thudding,27,1.592592593,1.308529981
thug,23,4.130434783,2.073739438
thumb,28,6.357142857,1.161553421
thumbnail,25,4.88,2.204540769
thumbscrew,23,5.173913043,1.992079177
thumbtack,23,5.956521739,1.609016099
thump,24,2.041666667,1.545798419
thumping,22,2.681818182,2.146677691
thunder,24,1.833333333,1.129319405
thunderbolt,25,2.24,1.71464282
thunderclap,25,2.2,1.658312395
thundercloud,25,1.92,1.605199884
thunderous,23,1.347826087,0.714059817
thunderstorm,25,1.92,1.441064421
thyme,24,4.958333333,1.428869017
thyroid,25,3.16,2.014116845
tic,24,3.291666667,2.196423311
tick,27,3.851851852,1.791082692
ticket,24,5.333333333,1.785610763
tickle,23,3.130434783,2.282429882
tickler,25,4.76,1.920937271
ticklish,22,2.772727273,2.348896766
tidewater,25,3.72,1.904380914
tidy,25,2,1.443375673
tie,23,6.260869565,1.009833078
tier,24,2.125,1.727337735
Tiger,743,3.869448183,2.031536
tight,24,2.083333333,1.767254482
tightrope,22,4.590909091,1.680677044
tights,23,5.956521739,1.223937791
tile,25,4.76,2.046948949
till,23,2.826086957,1.77487961
tiller,24,4.541666667,2.225917821
tilt,22,2.636363636,1.915984256
timber,23,4.695652174,2.244888793
timberline,21,2.666666667,1.712697677
time,24,2,1.933683127
timed,28,1.821428571,1.785820103
timekeeper,23,3.913043478,1.904851306
timepiece,24,5.375,2.060234263
tin,22,4.727272727,2.164251068
tinder,23,3.52173913,2.40963153
tinderbox,24,4.958333333,1.680558051
tinfoil,24,5.458333333,1.64129235
tinge,27,1.62962963,1.305260014
tingle,25,1.8,1.190238071
tinker,27,2.62962963,1.944383393
tinkle,23,1.913043478,1.276110692
tinkling,22,3.045454545,2.081146038
tinplate,23,4.869565217,1.86606898
tinsel,27,4.777777778,1.98713813
tinsmith,20,3.85,2.007223796
tint,23,2.347826087,1.465006846
tinting,23,1.869565217,1.217461884
tiny,24,1.666666667,1.049499536
tip,25,3.36,2.430363484
tipped,24,2.583333333,1.88625847
tiptoe,23,2.652173913,2.036233056
tire,24,5.291666667,1.545798419
tired,28,3.714285714,2.53650595
tissue,25,5.72,1.696073898
tit,25,5.92,1.579029238
titan,24,2.291666667,1.601063958
title,26,1.846153846,1.665948563
to,24,1.375,0.875388113
toad,25,4.2,1.957890021
toadstool,22,3.909090909,2.136064269
toast,25,6.2,1.08012345
toaster,25,6.04,1.171893055
toastmaster,23,4.652173913,2.288482936
tobacco,24,5.666666667,1.434563005
toboggan,25,5.68,1.2489996
today,24,1.625,1.17260394
toddler,24,5.875,1.295896534
toe,22,5.954545455,1.430193884
toehold,22,2.318181818,1.393398163
toffee,23,5.608695652,1.529680015
tofu,27,5.555555556,1.717183144
toga,23,4.52173913,2.086091718
toil,27,1.666666667,1.414213562
Toilet,740,6.368918919,1.100059
toiletry,27,5.222222222,1.908147175
token,25,5.2,1.870828693
toll,28,3.571428571,1.708986519
tollgate,25,3.4,1.632993162
tollhouse,26,3.692307692,1.975231243
tom,23,3.347826087,2.144945341
tomahawk,24,4.958333333,2.01038968
tomato,24,6.125,1.153915828
tomb,23,4.739130435,1.888178326
tombstone,23,5.043478261,1.870300435
tomorrow,25,2.24,1.78605711
ton,24,1.708333333,1.122077525
tone,23,1.47826087,1.038773981
toner,21,3.142857143,2.414243448
tong,22,5.227272727,1.974403302
tongs,23,5.826086957,1.613921647
tongue,28,5.928571429,1.438326482
tonic,23,5.086956522,1.831865504
tonight,26,1.538461538,1.174079017
tonsil,27,4.074074074,2.110886178
tonsillitis,29,2.827586207,2.001231148
too,24,1.708333333,1.334465099
took,25,1.56,1.003327796
tool,23,6.304347826,1.145536104
toot,24,1.833333333,1.632993162
tooth,27,6.037037037,1.580688299
toothbrush,25,6.72,0.613731755
toothless,26,1.730769231,1.041448695
toothpaste,25,5.76,1.6653328
toothpick,24,6.375,1.013495887
top,24,2.958333333,2.235662856
topaz,28,4.642857143,2.003964325
topic,24,2,1.769303474
topography,25,2.96,2.111081871
topple,25,1.76,1.234233905
topsail,22,3.681818182,1.809666205
topsoil,25,4.92,2.019075696
torch,27,4.851851852,1.935571943
torchlight,25,4.64,2.307234997
torment,25,1.8,1.322875656
torn,23,2.260869565,1.657418346
tornado,25,3.08,2.059935274
torso,25,5.64,1.84571576
tortilla,27,6.037037037,1.255188661
tortoise,24,4.541666667,2.063748524
tortoiseshell,21,3.19047619,1.939563034
torture,27,2.148148148,1.791082692
torturer,24,4.041666667,1.706233244
toss,24,3.041666667,2.274225461
tot,27,3.703703704,2.180592982
total,24,1.458333333,0.779027636
tote,25,4.28,2.150968774
totem,23,3.608695652,1.924462863
toucan,25,4.16,1.841195264
touch,24,2.666666667,2.277807234
touchdown,25,3,2.198484326
tough,24,1.958333333,1.573673815
toupee,23,6.217391304,1.126398998
tour,25,2.2,1.040833
tourist,29,5,1.625686668
tournament,29,2.517241379,1.805165003
tourniquet,23,4.956521739,1.845837107
tow,23,2.695652174,1.96410476
towel,25,6.04,1.645195024
tower,26,4.307692308,2.149776375
towing,25,2.44,1.894729532
towline,23,2.869565217,1.914166038
town,28,4.25,1.878237945
townsfolk,24,4.583333333,1.767254482
townsman,27,4.111111111,1.648620247
townspeople,22,4.909090909,1.600865567
townswoman,23,3.260869565,2.157805942
toxic,23,1.608695652,1.269900871
toxicologist,25,4.16,1.929594085
toxin,29,3.344827586,2.092091607
toy,25,6.08,1.222020185
trace,23,1.652173913,1.112274314
tracer,23,3,1.566698904
track,24,4.916666667,1.471960144
tracker,25,3.12,1.94336478
tracksuit,26,5.653846154,1.719123211
tract,27,2.814814815,2.112909715
traction,26,2.153846154,1.515052677
tractor,22,5.590909091,1.532476704
tradesman,25,4.84,1.748332539
traffic,24,3.541666667,2.063748524
trail,26,3.653846154,1.998845821
trailer,27,5.296296296,1.68282763
train,24,5.333333333,1.761093205
trainee,25,4.72,1.646207763
trainer,28,5.357142857,1.095928009
trait,26,1.461538462,1.103839453
traitor,24,3.875,1.962972458
tramp,27,3.333333333,1.568929081
trample,25,2.88,2.047763007
trampoline,25,5.88,1.30128142
trance,23,1.913043478,1.411415907
tranquilizer,25,4.56,1.872609587
tranquilizers,28,4.607142857,1.59488269
transcript,25,3.56,1.850225212
transducer,16,2.5,1.825741858
transfer,22,1.863636364,1.52113537
transformer,26,3.192307692,2.20942039
transistor,22,3.454545455,2.303770672
transit,24,2,1.503618823
translate,24,1.625,1.134920032
translator,23,4,2.153221688
translucent,24,1.625,1.17260394
transmission,25,3.56,2.063169083
transmit,25,2.04,1.593737745
transmitter,26,4.230769231,1.531213697
transparent,24,1.875,1.776966149
transplant,29,2.517241379,2.148432812
transport,25,2.36,1.524248449
transportation,27,3.703703704,2.250039569
transporter,26,3,1.876166304
transvestite,23,4.217391304,1.953005184
trap,23,4.695652174,1.94082416
trapeze,24,4.958333333,1.706233244
trapper,28,3.964285714,1.688351
trash,22,5.136363636,1.726418107
trashcan,25,5.76,1.640121947
trauma,23,1.913043478,1.411415907
travel,23,2.608695652,2.061313139
traveler,28,4.714285714,1.606863585
traveller,24,4.5,1.744556752
traverse,21,1.714285714,1.27054544
tray,24,5.166666667,1.711004451
tread,28,3.535714286,2.116638545
treadmill,23,6,1.53741223
treason,28,2.071428571,1.48893627
treasure,21,4.666666667,1.712697677
treasurer,25,3.84,2.075250989
treat,24,4.791666667,1.744037461
treatment,26,2.192307692,1.673779693
treaty,25,2.32,1.573742885
tree,25,5.84,1.462873884
treeless,23,1.391304348,1.305203935
trek,27,1.925925926,1.517232448
tremble,25,2.08,1.497776129
tremor,24,2.583333333,1.909169331
trench,28,4.285714286,1.583646586
trencher,21,2.619047619,1.96153487
trend,25,2.28,1.926136028
trespass,25,1.8,1.08012345
trespasser,23,4.173913043,1.52709391
tresses,16,3.9375,2.434988022
trial,25,2.48,1.960442127
triangle,24,4.083333333,1.909169331
triangular,25,1.96,1.619670748
tribe,26,2.961538462,1.948964222
tribesman,21,3.80952381,2.135861597
tributary,21,2.285714286,1.23056317
tribute,25,1.92,1.525341492
triceps,25,5.52,1.917463602
trick,23,2.043478261,1.364426648
trickle,25,2.64,1.680277755
tricycle,23,6.173913043,1.154129893
trident,23,3.869565217,1.984126733
trifle,24,3.041666667,2.38617698
trigger,25,5.16,2.055075019
trim,25,3.24,2.107130751
trimming,26,2,1.29614814
trinket,24,4.791666667,1.933214639
trio,25,2.36,1.8
trip,23,2.434782609,1.878734752
tripe,20,4.7,2.202868943
triple,25,1.48,0.714142843
triplet,26,3.653846154,2.134334701
triplex,21,2.476190476,1.833549771
tripod,28,5,1.885618083
tripper,24,3.041666667,1.756458063
tripwire,24,4.25,1.91674543
trod,20,1.35,0.670820393
troll,23,2.260869565,1.629762707
trolley,24,5.416666667,1.501207244
trombone,24,5.75,1.594828599
troop,24,3.833333333,2.035909511
trooper,25,3.88,1.985782801
troops,23,3.869565217,2.159636919
trophy,24,4.916666667,1.791687732
tropic,26,1.884615385,1.531715981
trot,23,2.608695652,1.924462863
trouble,25,1.92,1.441064421
trough,24,3.708333333,1.921936674
trounce,21,1.857142857,1.621286967
Troupe,672,3.040178571,1.801604
trousers,27,6.185185185,1.177906782
trout,25,4.76,1.809235566
truck,24,6.041666667,1.082636342
trucking,27,2.851851852,1.994293854
trucks,25,6.2,1.258305739
trudge,23,1.782608696,1.346933276
trump,28,1.964285714,1.598196735
trumpet,24,6.291666667,0.85867272
trumpeter,24,3.791666667,1.817288153
trunk,23,5.217391304,1.782656897
trust,23,1.869565217,1.516705396
truth,27,1.962962963,1.720498172
try,24,2.25,1.91674543
tub,23,6.086956522,1.040674758
tuba,23,5.130434783,1.841549442
tube,24,4.916666667,1.909169331
tuberculosis,29,2.827586207,1.946956701
tubful,26,2.692307692,1.783686761
tubing,24,4.625,1.906795628
tubular,22,1.681818182,1.210523839
tuck,26,2.115384615,1.773740073
tucking,23,2.52173913,1.830786349
tuft,21,3.476190476,1.721018525
tug,25,2.4,1.825741858
tugboat,27,4.555555556,2.006400016
tulip,23,5.217391304,1.53612623
tumble,27,2.481481481,2.082350195
tumbler,22,5.136363636,1.807272466
tumbleweed,24,4.083333333,1.976308959
tumbling,25,2.88,1.877942136
tummy,24,5.125,2.028331934
tumor,27,3.407407407,1.946580024
tuna,24,4.916666667,1.639635873
tune,26,1.730769231,1.115623317
tunic,25,4.76,1.87705443
tunnel,24,4.083333333,1.839580923
turban,27,5.148148148,1.833527573
turbine,24,3.208333333,1.382473104
turbojet,23,3.52173913,2.019666156
turbulence,25,2.44,1.938212235
turf,25,4.36,1.997498436
turkey,24,4.833333333,1.809796209
turn,23,1.913043478,1.729767285
turncoat,24,3.166666667,2.035909511
turnip,25,6.12,1.166190379
turnpike,25,3.16,1.885912688
turnstile,22,4.818181818,1.708141949
turntable,23,5.347826087,1.991086858
turpentine,21,3.857142857,1.982062418
turquoise,27,2.37037037,2.059651728
turtle,28,4.821428571,1.564740457
turtledove,21,4.19047619,1.833549771
turtleneck,24,5.375,1.468880082
tusk,22,4.045454545,1.785584411
tutor,23,4.608695652,1.405803893
tutu,29,5.413793103,1.570196561
tuxedo,27,5.259259259,1.872731296
twang,24,2.125,1.872280637
tweak,27,1.592592593,1.448055972
tweed,23,4.086956522,1.831865504
tweet,24,2.375,1.906795628
tweeter,24,2.416666667,1.585715218
tweezer,22,5.272727273,1.777687588
twelfth,23,1.47826087,1.162660164
twelve,24,1.625,1.498187311
twice,24,1.75,1.725763851
twiddle,22,2.272727273,1.804275826
twig,25,5.28,1.744515214
twilight,25,1.88,1.563116545
twin,25,4.12,2.242022896
twine,24,5.5,1.956038588
twinge,25,2.76,2.02649122
twinkle,23,1.608695652,1.033050665
twirl,25,2.76,1.809235566
twirler,21,2.761904762,1.410842369
twist,24,1.833333333,1.00722031
twisted,24,2.041666667,1.428869017
twister,25,3.32,1.973153145
twit,24,1.833333333,1.493949148
twitch,24,2.375,1.764689898
twitter,25,2.68,1.864582169
two,26,2.269230769,2.030914913
tycoon,24,2.708333333,1.731527766
tyke,20,5.05,1.571958216
type,25,2.24,1.809235566
typeface,23,2,1.279204298
typesetter,21,3.476190476,1.778174559
typewrite,23,2.826086957,2.103075106
typewriter,27,5.592592593,1.646891227
typewriting,24,3.125,2.193121658
typewritten,24,2.375,1.995919751
typhoon,27,2.444444444,1.395964881
typist,25,4.04,1.968078589
tyrannosaurus,24,1.5,1.063219066
tyranny,24,2.083333333,1.742478661
tyrant,23,3.52173913,2.192333029
ugly,28,2.642857143,1.947729651
ukulele,23,5.782608696,1.730909423
ulcer,25,3.56,2.32880513
ulterior,22,1.454545455,0.911684612
umbilical,24,3.125,2.112334377
umbrella,25,6.4,1.08012345
unbind,24,1.458333333,1.062366786
unbuckle,25,2.84,2.034698995
unbutton,24,3.458333333,2.431302508
uncle,28,5.392857143,1.571488695
uncork,25,2.4,1.58113883
uncorking,23,2.434782609,1.804693048
under,27,1.444444444,0.933699562
underbelly,27,3.592592593,2.042985358
underbrush,24,4.5,1.865009616
undercarriage,22,3.454545455,1.299350487
underclassman,25,3.44,2.083266666
underclothes,23,6,1.78376517
underclothing,25,6.36,1.319090596
undercoat,22,4.772727273,1.925562829
undergarment,27,6.074074074,1.412197576
underground,25,2.4,1.658312395
undergrowth,23,3.739130435,2.26067953
underline,24,2.541666667,2.063748524
underpants,27,6,1.568929081
underpass,24,3.75,1.939296152
undersea,22,2.590909091,1.790426683
undershirt,22,5.954545455,1.252702706
underside,26,2.769230769,1.903842269
undertaker,27,3.333333333,2
undertow,22,3.045454545,2.011331535
underwear,23,6.52173913,0.947223945
uneven,23,2.086956522,1.755848499
unfold,23,2.173913043,1.497032638
unfurl,23,1.869565217,1.254241815
unicorn,27,1.296296296,0.724027986
uniform,24,5.666666667,1.239448218
union,23,2.782608696,1.976142287
